src	dst
山是险峻的，山是峻峭的，山是雄伟的，山是险峻的，山是浩瀚的，山是浩瀚的。	Mountains are steep, mountains are steep, mountains are majestic, mountains are steep, mountains are vast, mountains are vast.
山是幽明的，天空总是那样的湛蓝，月光像流水一样泻下来，山上的草木和树木都红着脸，露出了笑颜。	The mountain is bright, the sky is always so blue, the moonlight pours down like water, and the plants, trees and trees on the mountain blush and smile.
山是开放的，看不见边际之绿；山是活泼的，看不见原始森林；山是奔腾的，听不见大地[UNK]咆哮[UNK]般的吼叫；山是狂野的，看不见奔腾的群山。	The mountains are open and the marginal green is invisible; The mountains are lively and can't see the virgin forest; The mountain is surging, and the roar of the earth [unk] cannot be heard; The mountains are wild. You can't see the surging mountains.
山是冰天雪山中的一颗明珠，它是那么的清碧如镜，那么的纯净，它是那么的明净、清爽，它是那么的无瑕，它是那么的清凉凉爽。	The mountain is a pearl in the ice sky snow mountain. It is so clear and clear as a mirror, so pure, so clear and refreshing, so flawless, and so cool.
阳光是个大伞，能给雨声撒满大地；雨水是，能给花朵点缀娇一小的一陽一光。	Sunshine is a big umbrella, which can spread the rain all over the earth; Rain is, can give flowers embellishment Jiao a small sun a light.
阳光是一个优美的舞蹈，能够给大海带来光明，带来希望。	Sunshine is a beautiful dance that can bring light and hope to the sea.
阳光是一陽一光如白玉，会在水面上洒下一片片小一浪一花;水是一浪一花，会在树枝上洒下一片片小一浪一花;风是一帆一帆，在我们身边是个个风筝，它们不会飞，而是会随着我们的需求不断自己找地方飞去，把自己的生活过得美美的，也许一个人就能够生活得美美的[UNK]	Sunshine is a sun and a light, such as white jade, which will sprinkle small waves and flowers on the water; Water is a wave of flowers, which will sprinkle small pieces of flowers on the branches; The wind is a sail by sail. There are kites around us. They can't fly, but will continue to find places to fly with our needs and live a beautiful life. Maybe a person can live a beautiful life [unk]
阳光是一陽一光，照射在我的脸上，使面色白丽。	The sun is a sun and a light, shining on my face, making my face white and beautiful.
阳光是金色的雨露，滋润着绿野，给清凉的野一陽一披上绿纱。	The sun is golden rain and dew, moistening the green fields and putting green gauze on the cool fields.
阳光是一陽一光像一座彩桥穿梭于湖面之上，让世界充满欢乐。	Sunshine is a sun and a light, shuttling across the lake like a color bridge, making the world full of joy.
阳光是什么都不能晒弯的，可是月亮却总是那样温柔，总是那样明净。	The sun can't bend anything, but the moon is always so gentle and clear.
阳光是清爽的，像是沐浴在春雨中；	The sunshine is refreshing, like bathing in the spring rain;
阳光是从天上直射下来的，照射在山顶上，山上树木摇响了呼唤的呼啸声，把人的心灵和世界给照得一览无余；一陽一光是穿着绿装，天空中升腾着金色的晨光，大地给照的更加绚丽多彩；一阳一光是照射在大地上，让大地绽放出耀眼的光芒。	The sun shines directly from the sky and shines on the top of the mountain. The trees on the mountain shake and sound the roar of the call, which gives a panoramic view of people's mind and the world; One sun and one light is wearing green clothes, the golden morning light rises in the sky, and the earth shines more colorful; One sun and one light shine on the earth, making the earth shine with dazzling light.
阳光是一陽一光，照射在大地上，使地面充满一陽一光。	The sun is a sun and a light, shining on the earth, making the ground full of a sun and a light.
阳光是一陽一光，让你感受春天的温暖；	Sunshine is a sun and a light, which makes you feel the warmth of spring;
阳光是黄河的泉水，能滋润和煦你的心扉，照耀你的躯干。	Sunshine is the spring of the Yellow River, which can moisten and warm your heart and shine on your trunk.
亲情像那一片片雪花飘落在我们的脸上，让我们得到温暖和一爱一的一精一气释放。	Family affection is like snowflakes falling on our faces, which let us get warmth and release one essence and one spirit of one love.
亲情像蜜蜂采蜜，蜜一爱一甜，它们采集了大地上那些洁白饱满的种一子，将种一子献给花园，为花园增添了一抹亮丽的光泽。	Family affection is like bees collecting honey. Honey is sweet when it is loved. They collect the white and full seeds on the earth and dedicate them to the garden, adding a touch of bright luster to the garden.
亲情像一爱一如海，在浩瀚无垠的海面上谱写出绚丽的颜色，让人心生幻想。	Family affection is like a love, like the sea. It composes gorgeous colors on the vast sea, which makes people fantasize.
亲情像蜜糖，总是一时的甜，甜几天就被一陽一光勾回去；亲情像雪，总是一年一度的节日，一到就是一个不开心的日子；亲情像音乐，总是每次都带着它去聆听，听它一遍遍，听它一遍遍，最后它忘了！	Family affection is like honey, which is always sweet for a while. It will be hooked back by one sun and one light in a few days; Family affection is like snow. It is always an annual festival, and it is an unhappy day when it comes; Family affection is like music, always take it to listen every time, listen to it again and again, listen to it again and again, and finally it forgets!
亲情像一爱一如天空中一朵七彩缤纷的云，在一陽一光下尽情地飞舞；亲情像一座七彩小桥，在一风一雪时亲情地游走；亲情像一座七彩小桥，在一浪一漫时亲情地漫开	Family affection is like a love, like a colorful cloud in the sky, dancing heartily under the sun and light; Family affection is like a colorful bridge, which swam away in the wind and snow; Family affection is like a colorful bridge, which opens with affection when waves are rolling
亲情像是一道彩虹，一泓出现在我眼前的泉水，给我带来光明；亲情像一座桥，把我从迷茫中解脱出来，为我撑起一片绿荫；亲情像一座桥，把我从纯洁的信仰中解脱出来，给我增添亮丽的光彩。	Family affection is like a rainbow. The spring water that appears in front of me brings me light; Family affection is like a bridge, freeing me from confusion and supporting a green shade for me; Family affection is like a bridge, which liberates me from pure faith and adds bright luster to me.
亲情像一爱一爱一心的字典，每本书都含蓄隽永，每句话都精致典雅。	Family affection is like a dictionary of one love and one heart. Every book is implicit and meaningful, and every sentence is exquisite and elegant.
亲情像是天上的一缕清风，吹走了心酸的惆怅；亲情像夜晚的灯光，照亮了行驶在西方的航船；亲情像一座七彩小桥，铺就了一块新的银白，铺就了一片片灿烂的未来。	Family affection is like a wisp of breeze in the sky, blowing away the sad melancholy; Family affection is like the light at night, illuminating the ships sailing in the West; Family affection is like a colorful bridge, paving a new piece of silver and a brilliant future.
亲情像一如秋雨，滋润着土地，滋润着山水。	Family affection is like autumn rain, moistening the land and landscape.
[	[
亲情像一爱一，亲情就是一支火炬，使我们的成长激励更多人拥有一份爱心；亲情就是一朵朵洁白的菊花，使我们的心灵在瞬息之间即可凋零。	Family affection is like a love, family affection is a torch, which makes our growth inspire more people to have a love; Family affection is white chrysanthemums one after another, which makes our hearts wither in an instant.
亲情像一爱一亲人，是一首动听的歌谣，使孤苦无依的人感到人间的温柔。	Family affection is like loving a relative. It is a beautiful song, which makes the lonely and helpless feel the tenderness of the world.
时间是磨刀石，只要你敢追求，总还是有的。	Time is a grindstone. As long as you dare to pursue it, there will always be some.
